N,C,L,gain
100000000.0,1.5362589357096335e+18,3.3657047189302314,0.05353842958510055
300000000.0,1.3028589148498942e+19,2.874518110613927,0.04280232600795494
1000000000.0,1.3563448336201407e+20,2.513198420028089,0.03222584878881134
3000000000.0,1.1502787173545846e+21,2.2924304720496793,0.0241226908071976
10000000000.0,1.1975008020625501e+22,2.130032301366121,0.0170897006981873
