N,D,C_flop,loss,tokens_per_param,source
2297743485.754267,17440981432.410915,2.404494088288999e+20,2.464300850287136,7.590482375662426,Hoffmann2022_reconstructed_Besiroglu2024
2638630840.924473,6212583091.703336,9.8356280085446e+19,2.585322489772079,2.354472249527217,Hoffmann2022_reconstructed_Besiroglu2024
2638630840.924473,616042128.0471745,9.753046550244106e+18,3.7655629197937,0.2334703735333198,Hoffmann2022_reconstructed_Besiroglu2024
2638632711.942659,36637766451.90856,5.8004165431512754e+20,2.3489443598431987,13.885133116891621,Hoffmann2022_reconstructed_Besiroglu2024
2638636453.983005,186700083834.79483,2.9558018830090366e+21,2.205693537488266,70.75627396603736,Hoffmann2022_reconstructed_Besiroglu2024
2638636453.983005,145790165092.28436,2.3081234654682127e+21,2.2222808250152344,55.252084792588626,Hoffmann2022_reconstructed_Besiroglu2024
2638636453.983005,61702722400.22459,9.76866315811358e+20,2.286445840825226,23.384321211466897,Hoffmann2022_reconstructed_Besiroglu2024
2979521172.1967998,5420902866.66089,9.691016918183068e+19,2.628284835801397,1.8193872617001947,Hoffmann2022_reconstructed_Besiroglu2024
2979521172.1967998,516164661.4650343,9.22754122304918e+18,4.665232074214,0.17323745381693875,Hoffmann2022_reconstructed_Besiroglu2024
2979523284.9358,31257534210.71454,5.58795306063008e+20,2.3595282724312296,10.490783666215934,Hoffmann2022_reconstructed_Besiroglu2024
2979523284.9358,16409943744.655392,2.933628569501239e+20,2.434941196776266,5.507573586560837,Hoffmann2022_reconstructed_Besiroglu2024
2979523284.9358,33096752800.625744,5.916752737513713e+20,2.3595282724312296,11.10806986069212,Hoffmann2022_reconstructed_Besiroglu2024
2979525397.676302,18254139558.46626,3.2633203456306735e+20,2.434941196776266,6.126525913389581,Hoffmann2022_reconstructed_Besiroglu2024
2979527510.4183035,72352488432.00165,1.2934573783822256e+21,2.2761948562682948,24.28320872319917,Hoffmann2022_reconstructed_Besiroglu2024
2979527510.4183035,164741978288.40198,2.945119538586171e+21,2.21231255030845,55.291309683283785,Hoffmann2022_reconstructed_Besiroglu2024
2979527510.4183035,53967369949.23073,9.6478358057193e+20,2.303640402958185,18.112727524926967,Hoffmann2022_reconstructed_Besiroglu2024
2979527510.4183035,146612204602.47894,2.621010581856978e+21,2.21231255030845,49.20652824645196,Hoffmann2022_reconstructed_Besiroglu2024
4516059019.172614,73314201257.63329,1.986547558937826e+21,2.249076295522973,16.234110525655876,Hoffmann2022_reconstructed_Besiroglu2024
4516059019.172614,110297433754.02626,2.988658322978785e+21,2.205693537488266,24.42338182157633,Hoffmann2022_reconstructed_Besiroglu2024
4516062221.450261,11028674366.070913,2.9883707794373856e+20,2.4569279142530447,2.442099737618148,Hoffmann2022_reconstructed_Besiroglu2024
4516062221.450261,36528146577.14632,9.89780296659889e+20,2.3209590623040324,8.088494973263652,Hoffmann2022_reconstructed_Besiroglu2024
4516062221.450261,36707976152.64299,9.946530259730888e+20,2.303640402958185,8.128314968356396,Hoffmann2022_reconstructed_Besiroglu2024
4516062221.450261,20764449108.439293,5.626412650070955e+20,2.387978623765955,4.597910323248629,Hoffmann2022_reconstructed_Besiroglu2024
6795600349.289497,245105957.9245427,9.993852799709755e+18,5.005581996196243,0.03606833029110803,Hoffmann2022_reconstructed_Besiroglu2024
6795606774.183874,70572174728.94025,2.877484491941246e+21,2.205693537488266,10.384970330690697,Hoffmann2022_reconstructed_Besiroglu2024
6795606774.183874,78994313041.2275,3.2208857329498026e+21,2.205693537488266,11.624320780496367,Hoffmann2022_reconstructed_Besiroglu2024
6795609986.633339,38739586983.06367,1.5795547450809503e+21,2.293307181295177,5.70067838785079,Hoffmann2022_reconstructed_Besiroglu2024
6795609986.633339,7335853696.900373,2.9910960385882364e+20,2.5240864505424114,1.079498928180056,Hoffmann2022_reconstructed_Besiroglu2024
6795609986.633339,14784944214.56546,6.028362873379071e+20,2.405931333857799,2.1756610876208,Hoffmann2022_reconstructed_Besiroglu2024
6795609986.633339,22767697910.18702,9.283223717467074e+20,2.341916558626986,3.3503538247442193,Hoffmann2022_reconstructed_Besiroglu2024
6795614805.310381,317754489343.9688,1.2956022673438285e+22,2.0773942450664395,46.75875523369306,Hoffmann2022_reconstructed_Besiroglu2024
9293215473.171484,51578325680.33541,2.8759709657566266e+21,2.23898782691094,5.550105432208745,Hoffmann2022_reconstructed_Besiroglu2024
9293216132.140877,90232884891.06113,5.031322209115321e+21,2.1794149286876103,9.709543349474881,Hoffmann2022_reconstructed_Besiroglu2024
9293222062.867502,18154509927.060577,1.0122833531682387e+21,2.3595282724312296,1.953521588556429,Hoffmann2022_reconstructed_Besiroglu2024
9293224259.433878,43791573539.069084,2.4417894814323573e+21,2.2592051499614563,4.712204539195826,Hoffmann2022_reconstructed_Besiroglu2024
11451830548.130594,43940544048.78322,3.019197987836002e+21,2.265984744495722,3.836988668676739,Hoffmann2022_reconstructed_Besiroglu2024
11451830548.130594,14769734071.473562,1.0148429509647972e+21,2.405931333857799,1.28972691391112,Hoffmann2022_reconstructed_Besiroglu2024
12568979685.05218,8064625869.022058,6.081847122917071e+20,2.5240864505424114,0.641629318457171,Hoffmann2022_reconstructed_Besiroglu2024
12568994539.217417,13445910222.397472,1.0140094329607288e+21,2.416772019301729,1.0697681648634605,Hoffmann2022_reconstructed_Besiroglu2024
12568994539.217417,39437962329.91446,2.9741731989753425e+21,2.265984744495722,3.1377181529406557,Hoffmann2022_reconstructed_Besiroglu2024
16183346310.7305,30163322120.186207,2.9288609265185467e+21,2.286445840825226,1.8638495117778064,Hoffmann2022_reconstructed_Besiroglu2024
