N,D,C_flop,loss,tokens_per_param,source
174943053.48957258,18205690344.401245,1.910975435841109e+19,2.858308985263513,104.06638035208634,Hoffmann2022_reconstructed_Besiroglu2024
174943218.88932863,38673313957.126724,4.0593804172664095e+19,2.7697776574701383,221.06209204708856,Hoffmann2022_reconstructed_Besiroglu2024
195834198.52539623,4593580477.481816,5.39748090701735e+18,3.048504933511402,23.456477530844083,Hoffmann2022_reconstructed_Besiroglu2024
195834244.8131977,9822332200.477156,1.1541294052708788e+19,2.8927734567445684,50.15635651387978,Hoffmann2022_reconstructed_Besiroglu2024
195834244.8131977,19093309485.833397,2.2434743064857084e+19,2.8115866292955167,97.49729677792622,Hoffmann2022_reconstructed_Besiroglu2024
195834383.67666712,37814013960.68172,4.443170470998594e+19,2.7449912897159163,193.09180160678343,Hoffmann2022_reconstructed_Besiroglu2024
216725142.79308945,6918030957.40131,8.995867482538874e+18,2.949663448686964,31.920758561945217,Hoffmann2022_reconstructed_Besiroglu2024
216725142.79308945,4148459263.0069976,5.394452556879037e+18,3.085262719979744,19.141568945544957,Hoffmann2022_reconstructed_Besiroglu2024
216725296.47001797,19519812865.58257,2.538262338199592e+19,2.7780894167931174,90.06707192707873,Hoffmann2022_reconstructed_Besiroglu2024
216725296.47001797,4900291792.711655,6.372103149390175e+18,3.021224272849423,22.610612939637004,Hoffmann2022_reconstructed_Besiroglu2024
216725450.1470556,18432440737.904552,2.3968674097387737e+19,2.790606978320643,85.0497287023629,Hoffmann2022_reconstructed_Besiroglu2024
216725655.04994163,39319467793.93177,5.112922448312967e+19,2.704172606664561,181.42507302548518,Hoffmann2022_reconstructed_Besiroglu2024
251068939.17289764,5400989572.634237,8.13612433491096e+18,2.976297938663035,21.511978305348503,Hoffmann2022_reconstructed_Besiroglu2024
251069057.85932297,10457767513.797802,1.5753731022006288e+19,2.845487739252996,41.65295239072198,Hoffmann2022_reconstructed_Besiroglu2024
251069235.8890672,42984767243.94665,6.475291600084255e+19,2.6799733296868915,171.20682704008826,Hoffmann2022_reconstructed_Besiroglu2024
278352106.50014794,3297533758.5559154,5.507252807696336e+18,3.07143034313885,11.846627640140252,Hoffmann2022_reconstructed_Besiroglu2024
278352106.50014794,5484618680.273423,9.159930978025012e+18,2.940838357413416,19.703887817606685,Hoffmann2022_reconstructed_Besiroglu2024
278352369.6679022,15158779748.917963,2.531689358631073e+19,2.7697776574701383,54.45895706583588,Hoffmann2022_reconstructed_Besiroglu2024
278352369.6679022,31415659405.035053,5.246773944042734e+19,2.6920487981162733,112.86291344498551,Hoffmann2022_reconstructed_Besiroglu2024
278352369.6679022,5565619702.401144,9.295220597002336e+18,2.940838357413416,19.994870922210566,Hoffmann2022_reconstructed_Besiroglu2024
